Candidate ID,Name,Job Description,Experience,Skills,Education,Score
179,Candidate 179,devops engineer proficient in cicd pipelines and docker,Business Development Representative at BlueGrace Logistics (Aug 2024 to N/A)  | Sales Development Representative at RocketLevel (Feb 2024 to N/A)  | Account Executive at Rapido Solutions Group (May 2023 to Feb 2024)  | Senior Sales Development Representative at Paystand (Dec 2022 to May 2023)  | Sales Development Representative at Paystand (Jun 2021 to Dec 2022)  | Lead Generation Executive at Inventive SMi (Jan 2021 to Jun 2021),Not Provided,Not Provided,20.1
180,Candidate 180,devops engineer proficient in cicd pipelines and docker,Business Development Specialist at Embrace (Jun 2022 to Jun 2024)  | Owner at Thomson Reuters (Jun 2019 to Jun 2022)  | Sourcing Associate and Business at United Foods (Dec 2017 to Jul 2019)  | Manager at Proyecciones Bello Huerta C.A (Jan 2009 to May 2017),Not Provided,Bachelor of Business Administration Business Administration and Management at Universidad Rafael Belloso Chacín (Jan 2010 to Jan 2015),15.24
181,Candidate 181,devops engineer proficient in cicd pipelines and docker,Lead Generation Manager at GREENAPSIS (Mar 2024 to N/A)  | Analista De Prospectacion Digital at Sigma Foodservice (Oct 2022 to N/A)  | Coordinador De Operaciones at Impulso patrimonial (Mar 2021 to Dec 2021)  | Lider Comercial Y De Experiencia at THINK Workspace (Mar 2020 to Dec 2022),Not Provided,"Ingeniería Industrial Administrador, Ingeniero Industrial Administrador at Universidad Autónoma de Nuevo León (Aug 2017 to Jun 2022)",14.1
182,Candidate 182,devops engineer proficient in cicd pipelines and docker,Internet Marketing Consultant Social Engine Marketing at Rise Interactive (Jun 2023 to May 2024)  | Service Bdc Lead Management Specialist at Nissan Motor (Nov 2022 to May 2023)  | Customer Relationship Manager Support Assistant at ELOGIA (Viko Group) (Nov 2021 to Nov 2022)  | Senior Campaign Manager at Prospect.One (Oct 2020 to Nov 2021)  | Marketing at Alcatel mobile (Sep 2019 to Sep 2020),Not Provided,"Licenciatura, Mercadotecnia at University of La Rioja (Jan 2020 to Jan 2022)",19.2
183,Candidate 183,devops engineer proficient in cicd pipelines and docker,Sales Development Representative at Bioelements Group (May 2024 to N/A)  | Sales Development Representative at Jiffy Software (Sep 2023 to May 2024)  | Sales Manager at Inceptio (Sep 2021 to Sep 2023)  | Marketing at Costco México (Feb 2018 to Feb 2020),Not Provided,"Marketing at UNIR México (Oct 2022 to Sep 2024)  |  Negocios Internacionales, Negocios Internacionales/Comercio Internacional at Universidad La Salle (Jan 2016 to Jan 2020)  | Certification Business Analytics at University of Miami (N/A to Apr 2024)",12.6
184,Candidate 184,devops engineer proficient in cicd pipelines and docker,Director of Design at  (Nov 2021 to N/A)  | Manager at Contour Airlines (Nov 2016 to Sep 2021),Not Provided,Bachelor of Business Administration Entrepreneurship at Belmont University (Aug 2011 to May 2016),5.4
185,Candidate 185,devops engineer proficient in cicd pipelines and docker,Today Full Stack Developer at Local Labs (Dec 2021 to N/A)  | Fullstack Developer at IRIS DIGITAL WEALTH (Oct 2020 to N/A)  | Internet Technology and Systems at SHOULDA MATCHERS (Jan 2020 to N/A)  | Backend Ruby on Rails at FRACTAL (Oct 2019 to N/A),Not Provided,Not Provided,15.24
186,Candidate 186,devops engineer proficient in cicd pipelines and docker,"Backend Ruby on Rails at Impulso (Nov 2020 to N/A)  | Fullstack Developer at Iris Digital Wealth (Nov 2019 to Oct 2020)  | Back-End Ruby on Rails at Fractal Tecnologia (Aug 2018 to Oct 2019)  | Web Developer and Writer at Mestre Sem Player (May 2017 to Sep 2017)  | Game Developer at Tempo Livre Games (Apr 2017 to Oct 2017)  | Web Developer and Intern at Instituto Federal De Educação, Ciência E Tecnologia Da Paraiba (Aug 2016 to Jul 2018)",shell|hack|ruby|python|c#|php|html|javascript|java,at Federal University of Paraíba (Jan 2014 to Jan 2018),29.77
187,Candidate 187,devops engineer proficient in cicd pipelines and docker,Representative at Pluria (Jan 2024 to N/A)  | Customer Success Executive Middle Market Enterprise at HSBC (Feb 2023 to Jan 2024)  | Lead Generation Mexico at Slang (Apr 2021 to Apr 2022),Not Provided,"Economía Industrial, Finanzas, General at School of Architecture, UNAM (Jan 2017 to Jan 2021)",9.6
188,Candidate 188,devops engineer proficient in cicd pipelines and docker,Sales Executive at Slang (Jan 2024 to May 2024)  | Business Development Representative Ii at Slang (Jan 2023 to Jan 2024)  | Lead Generation Analyst Iii at Slang (Apr 2022 to Jan 2023)  | Lead Generation Analyst Ii at Slang (Aug 2021 to Apr 2022)  | Lead Generation Analyst at Slang (Jan 2021 to Aug 2021)  | Associate Project Manager at Sermo (Aug 2020 to Oct 2020)  | Internship Trainee at Holiday Systems International (Jul 2019 to Mar 2020)  | Analista De Investigación De Neuromarketing at Granjas Ryc (Feb 2018 to May 2018),Not Provided,Bachelor'S Marketing at Monterrey Institute of Technology and Higher Education (Jan 2014 to Jan 2018)  | Diploma Relaciones Públicas at Complutense University of Madrid (N/A to N/A),27.9
189,Candidate 189,devops engineer proficient in cicd pipelines and docker,Sales Development Representative at Wise Athena (Sep 2022 to N/A)  | Executive at Aira (Jan 2021 to Aug 2022)  | Sales Marketing Assistant at Datateam (Aug 2018 to Feb 2020)  | Asistente De Dirección at Museo Franz Mayer (Aug 2016 to Jun 2017),Not Provided,Social Media and Multimedia at Faculty of Arts and Design (Jan 2017 to Jan 2017)  | Licenciatura Comunicación at National Autonomous University of Mexico (Jan 2013 to Jan 2017),12.9
190,Candidate 190,devops engineer proficient in cicd pipelines and docker,Lead Generation Specialist at PowDevs (Oct 2021 to N/A)  | Sales Representative at Teleperformance (Jun 2020 to Jun 2021),Not Provided,Licenciatura Economía at National Autonomous University of Mexico (Aug 2018 to Jun 2022),5.7
191,Candidate 191,devops engineer proficient in cicd pipelines and docker,Account Manager at Blue People (Jan 2022 to N/A)  | Inside Sales at Blue People (Feb 2021 to Jan 2022),Not Provided,"Certified Cloud Practitioner at Udemy for Business (Jan 2021 to Jan 2021)  |  Lic. Administración De Empresas, Ventas at TecMilenio University (N/A to N/A)",6.0
192,Candidate 192,devops engineer proficient in cicd pipelines and docker,Lead Generation Specialist at Pulsar (Jan 2024 to N/A)  | Jefe Regional at BEXA (Jun 2023 to Dec 2023)  | Sales Development Representative at Clivi Health (Dec 2021 to Jun 2023)  | Lead Generation Specialist at Exitus Capital (Jun 2020 to Dec 2021)  | Sales Development Representative at Moons (Jan 2019 to Jun 2020)  | Ejecutivo De Cuenta at Citibanamex (Jun 2017 to Jan 2019),Not Provided,"Maestría, Finanzas at Universidad Latinoamericana (Sep 2023 to Jan 2025)  | Licenciatura Negocios Internacionales at Universidad Latinoamericana (Jan 2014 to Jan 2019)",19.5
193,Candidate 193,devops engineer proficient in cicd pipelines and docker,Key Account Marketing Manager at  (Aug 2024 to N/A)  | Key Account Manager at Cisco Systems (Jan 2019 to Dec 2023)  | Marketing at AIESEC (Jan 2018 to Mar 2018)  | Technical Support and Customer Service Representative at Uber (Jan 2018 to Dec 2019),Microsoft Excel|English|Communication|Lead Generation|Customer Relationship Management (CRM)|Lead Qualification|LinkedIn Sales Navigator|Business-to-Business (B2B),Bachelor Marketing and Advertising at Universidad Politécnico Grancolombiano (N/A to Dec 2019),14.72
194,Candidate 194,devops engineer proficient in cicd pipelines and docker,Creator and Digital Marketer at Freelancer (Apr 2024 to N/A)  | Account Executive at Panna Ventures (N/A to N/A)  | Research Analyst at EVAH (N/A to N/A)  | Research Associate at CHU de (N/A to N/A)  | Senior Analyst at Guard RX (N/A to N/A),Not Provided,Bachelor'S Microbiology and Immunology at Université de Montréal (N/A to Jan 2018),15.07
195,Candidate 195,devops engineer proficient in cicd pipelines and docker,Unity Xr Software Architect at EffectiveSoft (Aug 2023 to N/A)  | Developer at Merlyn Labs (Sep 2022 to Apr 2023)  | Lead Unity Developer at SAVR (Jul 2021 to Oct 2021)  | Lead Unity Developer at Kreitech Software (Jul 2021 to Nov 2022)  | Senior Unity Developer at Zealot (Dec 2020 to Jul 2021)  | Senior Unity Developer at Shaman Development Studio (Jun 2019 to N/A)  | Unity Developer at TreeView Studios (May 2019 to N/A)  | Unity Developer at Koins (Aug 2016 to Nov 2017)  | Unity Developer at KidBox (Jan 2015 to N/A),Android|Mobile Games|C#|Programming|Unity|JavaScript|Object-Oriented Programming (OOP)|React.js,Development at Video Game Developer (N/A to Jan 2017),28.5
196,Candidate 196,devops engineer proficient in cicd pipelines and docker,Appointment Setter at Sublime Marketing (Mar 2023 to N/A)  | Server at Don Juan’s Mexican kitchen (Apr 2016 to Mar 2020)  | Costumer Service at WILDFIN NORTHWEST (N/A to N/A),Not Provided,Not Provided,9.0
197,Candidate 197,devops engineer proficient in cicd pipelines and docker,Sales Development Representative at Cargobot (N/A to N/A),Not Provided,Not Provided,14.32
198,Candidate 198,devops engineer proficient in cicd pipelines and docker,Appointment Setter at Highthrive Digital (May 2023 to N/A)  | Sales Development Representative at Vensure Employer Services (May 2022 to Jul 2023),Not Provided,at National University of Córdoba (N/A to N/A),6.6
199,Candidate 199,devops engineer proficient in cicd pipelines and docker,at Grupo120 (N/A to N/A),Not Provided,Not Provided,6.83
1,Candidate 1,digital marketer with expertise in seo and google analytics,Senior Ruby at  (Jan 2024 to N/A)  | Senior Ruby at  (Jan 2021 to N/A)  | Engineering Manager at Delivery Center (Jan 2020 to Dec 2022)  | Lead Engineer at  (Jan 2019 to Dec 2020)  | Senior Software Engineer at  (Jan 2018 to Dec 2019)  | Engineering Manager at  (Jan 2017 to Dec 2018)  | Software Engineer at Snowman Labs (Jan 2017 to Dec 2017)  | Software Engineer at Esfera Tecnologia da Informação (Jan 2016 to Dec 2017)  | Software Engineer at Soluções VendaMais (Jan 2016 to Dec 2018)  | Information Technology Teacher at Pontifícia Universidade Católica do Paraná (Jan 2014 to Dec 2018)  | Video Editor at FACULDADE SÃO BRAZ (Jan 2012 to Dec 2014),Not Provided,Graduate Degree Artificial Intelligence at Pontifical Catholic University of Paraná (Jan 2019 to Dec 2021)  |   at Apple Developers Academy (Jan 2013 to Dec 2014)  |  Digital Games and Development at Pontifical Catholic University of Paraná (Jan 2013 to Dec 2018),40.0
2,Candidate 2,digital marketer with expertise in seo and google analytics,Full Stack Engineer at Tradener (Aug 2023 to Jan 2024)  | Senior Software Engineer at ArcTouch - Mobile & Connected Experiences (Feb 2021 to May 2023)  | Senior Software Engineer at CWS (Feb 2020 to Feb 2021)  | Full Stack Developer at Mercafácil (May 2019 to Aug 2019)  | Full Stack Developer at CINQ Technologies (Dec 2018 to May 2019)  | Rails Engineer at KARZEN Technologies (Oct 2018 to Dec 2018)  | Software Developer at ∞ eits (Aug 2016 to Feb 2017)  | Software Development Intern at ITAI - Instituto de Tecnologia Aplicada e Inovação (Aug 2013 to Mar 2014),Not Provided,"Análise E Desenvolvimento De Sistemas, Tecnologia Da Informação at Federal University of Technology – Paraná (N/A to Jan 2015)",30.0
3,Candidate 3,digital marketer with expertise in seo and google analytics,Software Developer at Apptegy (Feb 2021 to Jan 2024)  | Software Developer at Thincode (Mar 2019 to Feb 2021),Not Provided,"at Nagaoka University of Technology (Jan 2019 to Jan 2019)  |  Ingeniería Informática, Gestión De Proyectos De Tecnología De La Información at Universidad Pública de Navarra (Jan 2017 to Jan 2018)  |  Computer Systems and Artificial Intelligence at Universidad de Guanajuato (Jan 2013 to Jan 2018)",5.7
4,Candidate 4,digital marketer with expertise in seo and google analytics,Senior Software Engineer at Hubstaff (Jul 2024 to N/A)  | Senior Software Engineer at Mercado Livre (Apr 2022 to Jul 2024)  | Senior Software Engineer at enjoei (May 2021 to Apr 2022)  | Senior Ruby and Rails Engineer at PagSeguro PagBank (Aug 2019 to May 2021)  | Software Engineer at Locaweb (Jul 2018 to Aug 2019)  | Software Engineer at Daitan Group (May 2017 to Jul 2018)  | Rails Developer at Gympass (Nov 2016 to May 2017)  | Ruby Developer at Caiena (Jun 2015 to May 2016),Not Provided,Cloud Computing at Pontifical Catholic University of Minas Gerais (Jan 2021 to Jan 2022)  | Bachelor of Technology Systems Development at São Paulo State Technological College (Jan 2013 to Jan 2015),27.14
5,Candidate 5,digital marketer with expertise in seo and google analytics,Backend Developer at Papa John's Chile (Nov 2020 to Jun 2021)  | Backend Developer at Mercat (Nov 2020 to N/A)  | Rails Developer at Human Search (Jun 2020 to Nov 2020)  | Rails Developer at 4Talent (Mar 2019 to May 2019)  | Rails Developer at FELITECH Consulting (Nov 2017 to Feb 2019),Not Provided,"Ingeniería, Ingeniería Informática at Metropolitan University of Technology (Jan 2011 to Jan 2017)",15.6
6,Candidate 6,digital marketer with expertise in seo and google analytics,Senior Developer at FollowUP Customer Experience (Aug 2019 to N/A)  | Senior Developer at PlagLabs (Jan 2019 to Jul 2019)  | Developer at WebCarga (Aug 2015 to Jan 2019),Not Provided,"Bachelor of Science Ingeniería Informática at University of Holguín (Jan 2009 to Jan 2014)  | Certificate (Advanced Level) Examination ,Sri Lanka Year 2007, Mathematica at Galahitiyawa Central College (Jan 1996 to Jan 2005)",8.7
7,Candidate 7,digital marketer with expertise in seo and google analytics,Business Development Representative at Smith.ai (May 2023 to N/A)  | Advisorist at  (Oct 2022 to Mar 2023)  | Inside Sales Executive at Dental Departures (Worldwide) (Sep 2021 to Mar 2022)  | Property Manager Assistant at TrustHome Properties (Oct 2020 to N/A)  | Customer Service Representative at TUI (Jul 2018 to Jan 2021)  | Marketing Executive at Paris Smith (Jan 2016 to Dec 2017)  | Personal Assistant at Orangetheory Fitness (Jan 2015 to Dec 2015),Administration,Bachelor of Arts Sport and Social at University of Bath (N/A to Dec 2014),22.2
8,Candidate 8,digital marketer with expertise in seo and google analytics,Social Media Manager at Regional Subdustribution coordinato (Jan 2021 to Dec 2022)  | Community Manager Junior at Tiburonzzito (Jan 2019 to Dec 2019)  | Community Manager at SA Autocredit (Jan 2017 to Dec 2019)  | Sales Manager at Spaceland (Jan 2017 to Dec 2017)  | Business Development Executive at Infotech Global Solutions (N/A to N/A),Not Provided,Not Provided,16.5
9,Candidate 9,digital marketer with expertise in seo and google analytics,Senior Recruiter at Specialized Bicycle Components None (Apr 2022 to Jun 2024),Not Provided,Master of Arts Irish Studies at University of Liverpool (Sep 2008 to Dec 2009)  | Bachelor of Arts History at University of Central Florida (Aug 2004 to Aug 2008),3.6
10,Candidate 10,digital marketer with expertise in seo and google analytics,Devops Engineer at Upstart Network (Jun 2022 to May 2024)  | Senior Engineer at Blue Cross Blue Shield of Massachusetts (Nov 2019 to Mar 2022)  | Internal Application Developer at Tracelink (Aug 2017 to Nov 2019)  | Advanced Consultant at OpenText Technologies (Mar 2014 to Aug 2014)  | Associate at Cognizant Technologies Solutions (Dec 2009 to Feb 2014),Not Provided,"Master of Science Information Systems at Northeastern University (Jan 2015 to Dec 2017)  | Bachelor of Engineering Computer Science and Engineering at University College of Engineering, Osmania University (Jan 2005 to Dec 2009)",17.4
11,Candidate 11,digital marketer with expertise in seo and google analytics,Developer at CRIA INCUBATOR (Jul 2023 to N/A)  | Developer at SANTANDER UNIVERSIDADE (Aug 2021 to Jun 2023)  | Professional Activities at Areal (Jan 2002 to N/A)  | Technical Consultant at Hvtec (N/A to N/A),Not Provided,H-Vtec Technical Consultant at São Paulo State University (Jan 2020 to Aug 2022),10.5
12,Candidate 12,digital marketer with expertise in seo and google analytics,Software Engineer at Cantera Digital (Mar 2024 to N/A)  | Software Engineer at Arkusnexus (Jan 2023 to Mar 2023)  | Software Engineer at Homie (Jan 2021 to Dec 2021)  | Software Engineer at InstaFit (Jan 2019 to Feb 2019),Software Development|Ruby|PostgreSQL|Ruby on Rails|Front-End Development|React.js,Systems Engineering at Tecnológico de Estudios Superiores de Ecatepec (Feb 2009 to Aug 2009),13.95
13,Candidate 13,digital marketer with expertise in seo and google analytics,Backend Engineer at TechNerds (N/A to N/A)  | Full Stack Engineer at GreenPearls (N/A to N/A),Not Provided,Bachelor Computer Science at Institute of Management Sciences (Peshawar) (N/A to N/A),4.8
